,name,released_date,rating,votes,score
489,Revenge of the Nerds,1984-08-10,R,50000.0,6.6
490,Gremlins,1984-06-08,PG,204000.0,7.3
491,Romancing the Stone,1984-03-30,PG,86000.0,6.9
492,Streets of Fire,1984-06-01,PG,19000.0,6.7
493,Sixteen Candles,1984-05-04,PG,108000.0,7.0
494,"Paris, Texas",1984-08-23,R,96000.0,8.1
495,This Is Spinal Tap,1984-03-02,R,132000.0,7.9
496,1984,1985-03-22,R,68000.0,7.1
497,Top Secret!,1984-06-08,PG,62000.0,7.2
498,Conan the Destroyer,1984-06-29,PG,77000.0,5.9
499,Children of the Corn,1984-03-09,R,49000.0,5.6
500,The Last Starfighter,1984-07-13,PG,39000.0,6.8
501,Splash,1984-03-09,PG,71000.0,6.3
502,Blood Simple,1985-01-18,R,91000.0,7.6
503,The Natural,1984-05-11,PG,46000.0,7.5
504,Bachelor Party,1984-06-29,R,36000.0,6.3
505,Nausicaä of the Valley of the Wind,1987-11-25,R,157000.0,8.1
506,Friday the 13th: the Final Chapter,1984-04-13,R,47000.0,6.0
507,Hardbodies,1984-05-04,R,3200.0,4.9
508,Against All Odds,1984-03-02,R,11000.0,5.9
509,Supergirl,1984-11-21,PG,19000.0,4.4
510,The Bounty,1984-05-04,PG,25000.0,7.0
511,Firestarter,1984-05-11,R,30000.0,6.1
512,C.H.U.D.,1984-08-31,R,11000.0,5.6
513,The Woman in Red,1984-08-15,PG-13,15000.0,6.0
514,Runaway,1984-12-14,PG-13,12000.0,5.9
515,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984-10-05,PG,25000.0,6.4
516,Star Trek III: The Search for Spock,1984-06-01,PG,76000.0,6.7
517,Repo Man,1984-03-02,R,35000.0,6.9
518,2010: the Year We Make Contact,1984-12-07,PG,50000.0,6.8
519,The Killing Fields,1985-02-01,R,53000.0,7.8
520,The Cotton Club,1984-12-14,R,17000.0,6.5
521,Starman,1984-12-14,PG,44000.0,7.0
522,Night of the Comet,1984-11-16,PG-13,19000.0,6.4
523,Blame It on Rio,1984-02-17,R,10000.0,5.8
524,Dreamscape,1984-08-17,PG-13,14000.0,6.3
525,Crimes of Passion,1984-10-19,R,6600.0,6.4
526,The Philadelphia Experiment,1984-08-03,PG,15000.0,6.1
527,Places in the Heart,1984-10-05,PG,11000.0,7.4
528,Bolero,1984-08-31,R,5100.0,3.0
529,Cannonball Run II,1984-06-29,PG,15000.0,5.1
530,Stranger Than Paradise,1984-10-04,R,36000.0,7.5
531,The Ice Pirates,1984-03-16,PG,10000.0,5.7
532,A Passage to India,1985-02-01,PG,18000.0,7.3
533,Purple Rain,1984-07-27,R,20000.0,6.5
534,The Hotel New Hampshire,1984-03-09,R,8000.0,6.0
535,The Hit,1985-03-08,R,7700.0,7.1
536,Sheena,1984-08-17,PG,4600.0,4.9
537,Missing in Action,1984-11-16,R,14000.0,5.5
538,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984-03-30,PG,18000.0,6.4
539,The Muppets Take Manhattan,1984-07-13,G,20000.0,6.9
540,The Wild Life,1984-09-28,R,2500.0,6.1
541,Falling in Love,1984-11-21,PG-13,13000.0,6.5
542,Gwendoline,1985-01-25,R,2700.0,5.3
543,Breakin',1984-05-04,PG,6000.0,5.8
544,Birdy,1984-12-21,R,22000.0,7.3
545,The Company of Wolves,1985-04-19,R,15000.0,6.7
546,Ghoulies,1985-01-18,PG-13,8400.0,4.2
547,Electric Dreams,1984-07-20,PG,7100.0,6.5
548,Cloak & Dagger,1984-08-10,PG,7000.0,6.6
549,Racing with the Moon,1984-03-23,PG,4200.0,6.7
550,"Silent Night, Deadly Night",1984-11-09,R,14000.0,5.9
551,The Pope of Greenwich Village,1984-06-22,R,8000.0,6.7
552,All of Me,1984-09-21,PG,17000.0,6.7
553,"Grandview, U.S.A.",1984-08-03,R,1800.0,5.4
554,Where the Boys Are,1984-04-06,R,983.0,4.1
555,Reckless,1984-02-03,R,1900.0,6.3
556,Tightrope,1984-08-17,R,16000.0,6.3
557,Rhinestone,1984-06-22,PG,7000.0,3.9
558,The Flamingo Kid,1984-12-21,PG-13,5000.0,6.2
559,Up the Creek,1984-04-06,R,3300.0,5.6
560,Swing Shift,1984-04-13,PG,4400.0,5.9
561,Beat Street,1984-06-08,PG,3600.0,6.5
562,Joy of Sex,1984-08-03,R,705.0,3.7
563,Breakin' 2: Electric Boogaloo,1984-12-21,PG,3900.0,5.1
564,The Razor's Edge,1984-10-19,PG-13,5100.0,6.6
565,Tank,1984-03-16,PG,4100.0,5.8
566,Moscow on the Hudson,1984-04-06,R,11000.0,6.5
567,Ninja III: The Domination,1984-09-14,R,4200.0,5.4
568,The Warrior and the Sorceress,1984-09-07,R,1700.0,4.3
569,The Evil That Men Do,1984-09-21,R,3600.0,6.0
570,Firstborn,1984-10-26,R,2300.0,6.2
571,Cut and Run,1986-05-02,R,2100.0,5.7
572,Teachers,1984-10-05,R,4000.0,6.1
573,Repentance,1987-05-18,PG,4100.0,8.3
574,The River,1985-01-11,PG-13,6500.0,6.3
575,Razorback,1984-11-16,R,6100.0,6.0
576,A Soldier's Story,1984-11-02,PG,9300.0,7.2
577,Comfort and Joy,1984-10-10,PG,1900.0,6.7
578,Meatballs Part II,1984-07-27,PG,2300.0,3.7
579,Lassiter,1984-02-17,R,2200.0,5.9
580,Irreconcilable Differences,1984-09-28,PG,2900.0,5.8
581,City Heat,1984-12-07,PG,9300.0,5.5
582,Under the Volcano,1984-06-13,R,5100.0,7.0
583,Iceman,1984-04-13,PG,5300.0,6.1
584,Flashpoint,1984-08-31,R,2300.0,6.4
585,The Little Drummer Girl,1984-10-19,R,2000.0,6.1
586,Lust in the Dust,1985-03-01,R,3000.0,6.4
587,Hot Moves,1984-10-04,R,619.0,4.8
588,Oxford Blues,1984-08-24,PG-13,3000.0,5.3
589,Thief of Hearts,1984-10-19,Not Rated,1600.0,5.8
590,The Brother from Another Planet,1984-09-14,R,5700.0,6.8
591,No Small Affair,1984-11-09,R,2000.0,5.5
592,Broadway Danny Rose,1984-01-27,PG,24000.0,7.4
593,Best Defense,1984-07-20,R,5600.0,3.8
594,Micki + Maude,1984-12-21,PG-13,2800.0,6.0
595,Protocol,1984-12-21,PG,4600.0,5.5
596,Exterminator 2,1984-09-14,R,2000.0,4.5
597,American Dreamer,1984-10-26,PG,1400.0,6.6
598,The Lonely Guy,1984-01-27,R,6800.0,6.3
599,Choose Me,1984-08-29,R,2600.0,6.8
600,Making the Grade,1984-05-18,R,1300.0,5.7
601,Full Moon in Paris,1984-08-29,R,4200.0,7.4
602,Unfaithfully Yours,1984-02-10,PG,2600.0,6.0
603,Impulse,1984-09-28,R,1300.0,5.9
604,Mrs. Soffel,1985-02-08,PG-13,3000.0,6.1
605,Garbo Talks,1984-10-12,PG-13,1500.0,6.4
606,Country,1984-09-29,PG,1800.0,6.7
607,Cheech & Chong's the Corsican Brothers,1984-07-27,PG,3900.0,4.7
608,Purple Hearts,1984-08-31,R,816.0,5.8
609,Give My Regards to Broad Street,1984-10-23,PG,1400.0,5.2
610,Songwriter,1984-10-14,R,599.0,6.3
611,Finders Keepers,1984-05-18,R,856.0,5.4
612,The Bostonians,1984-10-05,Not Rated,1800.0,6.3
613,Body Rock,1984-09-28,PG-13,446.0,3.7
614,The River Rat,1984-09-28,PG,866.0,6.3
615,Just the Way You Are,1984-11-16,PG,807.0,5.9
616,Until September,1984-09-21,R,634.0,5.7
617,Crackers,1984-02-17,PG,1200.0,5.2
618,Kaos,1986-02-14,R,2700.0,7.9
619,Misunderstood,1984-03-30,PG,440.0,6.0
620,Mike's Murder,1984-03-09,R,822.0,5.8
621,The Buddy System,1984-01-20,PG,794.0,5.7
622,A Private Function,1985-03-01,R,2600.0,6.5
623,Scandalous,1984-01-20,PG,212.0,4.5
624,"Oh, God! You Devil",1984-11-09,PG,2400.0,5.4
625,The Bay Boy,1985-02-15,R,653.0,6.3
626,Heavenly Bodies,1985-02-01,R,733.0,5.2
627,Heartbreakers,1984-09-28,R,456.0,5.9
628,Champions,1984-04-20,PG,586.0,6.5
629,A Sunday in the Country,1984-04-11,G,2500.0,7.6
630,Mass Appeal,1984-12-14,PG,952.0,6.6
631,Windy City,1986-01-01,R,262.0,5.8
632,Lovelines,1984-11-02,R,241.0,5.3
634,Weekend Pass,1984-02-03,R,424.0,3.8
635,Over the Brooklyn Bridge,1984-03-02,R,1400.0,5.7
636,Fast Talking,1986-04-23,Not Rated,94.0,6.9
637,Lily in Love,1985-04-19,PG-13,184.0,5.7
638,Winter Flight,1986-02-14,R,67.0,7.3
639,Almost You,1985-03-29,R,216.0,5.1
640,The Adventures of Pinocchio,1984-06-08,Not Rated,73.0,5.1
641,Blame It on the Night,1984-11-02,PG-13,172.0,5.1
642,Petit Con,1985-04-19,R,105.0,6.2
643,Weird Science,1985-08-02,PG-13,83000.0,6.6
644,The Goonies,1985-06-07,PG,252000.0,7.8
645,Back to the Future,1985-07-03,PG,1100000.0,8.5
646,To Live and Die in L.A.,1985-11-01,R,31000.0,7.3
647,Clue,1985-12-13,PG,88000.0,7.3
648,The Breakfast Club,1985-02-15,R,367000.0,7.8
649,Cocoon,1985-06-21,PG-13,59000.0,6.7
650,Rambo: First Blood Part II,1985-05-22,R,159000.0,6.5
651,Mask,1985-03-22,PG-13,27000.0,7.2
652,Legend,1986-04-18,PG,62000.0,6.4
653,The Return of the Living Dead,1985-08-16,R,56000.0,7.3
654,St. Elmo's Fire,1985-06-28,R,38000.0,6.4
655,Brazil,1985-12-18,R,191000.0,7.9
656,Pale Rider,1985-06-28,R,55000.0,7.3
657,Teen Wolf,1985-08-23,PG,48000.0,6.1
658,Real Genius,1985-08-07,PG,31000.0,7.0
659,Commando,1985-10-04,R,150000.0,6.7
660,Witness,1985-02-08,R,89000.0,7.4
661,The Color Purple,1986-02-07,PG-13,81000.0,7.8
662,Silverado,1985-07-10,PG-13,40000.0,7.2
663,Rocky IV,1985-11-27,PG,192000.0,6.9
664,Better Off Dead...,1985-10-11,PG,42000.0,7.1
665,Ran,1985-06-01,R,117000.0,8.2
666,Ladyhawke,1985-04-12,PG-13,44000.0,7.0
667,A Room with a View,1986-04-11,Not Rated,41000.0,7.3
668,Red Sonja,1985-07-03,PG-13,39000.0,5.1
669,Fright Night,1985-08-02,R,63000.0,7.1
670,Explorers,1985-07-12,PG,20000.0,6.5
671,Flesh+Blood,1985-08-30,R,17000.0,6.7
672,Mad Max Beyond Thunderdome,1985-07-10,PG-13,129000.0,6.3
673,After Hours,1985-10-11,R,63000.0,7.7
674,A View to a Kill,1985-05-24,PG,91000.0,6.3
675,Fletch,1985-05-31,PG,49000.0,6.9
676,Perfect,1985-06-07,R,4800.0,4.5
677,A Nightmare on Elm Street 2: Freddy's Revenge,1985-11-01,R,63000.0,5.5
678,Summer Rental,1985-08-09,PG,15000.0,6.3
679,Lifeforce,1985-06-21,R,24000.0,6.2
680,Pee-wee's Big Adventure,1985-08-09,PG,50000.0,7.0
681,Out of Africa,1985-12-20,PG,75000.0,7.2
682,Day of the Dead,1985-07-19,Not Rated,65000.0,7.1
683,Just One of the Guys,1985-04-26,PG-13,15000.0,6.5
684,National Lampoon's European Vacation,1985-07-26,PG-13,60000.0,6.2
685,Spies Like Us,1985-12-06,PG,45000.0,6.4
686,House,1986-02-28,R,24000.0,6.2
687,Police Academy 2: Their First Assignment,1985-03-29,PG-13,53000.0,5.8
688,The Black Cauldron,1985-07-24,PG,33000.0,6.4
689,Friday the 13th: A New Beginning,1985-03-22,R,35000.0,4.8
690,Runaway Train,1986-01-17,R,28000.0,7.2
691,Re-Animator,1985-10-18,Unrated,59000.0,7.2
692,Brewster's Millions,1985-05-22,PG,36000.0,6.5
693,The Last Dragon,1985-03-22,PG-13,13000.0,6.9
694,The Legend of Billie Jean,1985-07-19,PG-13,9200.0,6.6
695,Desperately Seeking Susan,1985-04-12,PG-13,22000.0,6.0
696,Girls Just Want to Have Fun,1985-04-12,PG,10000.0,6.0
697,Vision Quest,1985-02-15,R,8100.0,6.6
698,Jagged Edge,1985-10-04,R,14000.0,6.5
699,Enemy Mine,1985-12-20,PG-13,45000.0,6.9
700,Tuff Turf,1985-01-11,R,4400.0,6.1
701,Volunteers,1985-08-16,R,8900.0,5.5
702,The Jewel of the Nile,1985-12-11,PG,53000.0,6.1
703,Once Bitten,1985-11-15,PG-13,14000.0,5.5
704,Private Resort,1985-05-03,R,7900.0,5.3
705,Police Story,1985-12-14,PG-13,31000.0,7.6
706,Into the Night,1985-02-22,R,11000.0,6.5
707,The Sure Thing,1985-03-01,PG-13,20000.0,7.0
708,White Nights,1985-12-06,PG-13,6900.0,6.7
709,Mischief,1985-02-08,R,5900.0,6.5
710,Silver Bullet,1985-10-11,R,25000.0,6.4
711,Kiss of the Spider Woman,1985-07-26,R,15000.0,7.4
712,My Beautiful Laundrette,1986-04-04,R,15000.0,6.9
713,Young Sherlock Holmes,1985-12-04,PG-13,20000.0,6.8
714,Smooth Talk,1985-11-15,PG-13,2200.0,6.5
715,Porky's Revenge,1985-03-22,R,8100.0,4.8
716,Year of the Dragon,1985-08-16,R,14000.0,6.9
717,Prizzi's Honor,1985-06-14,R,23000.0,6.7
718,The Quiet Earth,1985-10-18,R,25000.0,6.8
719,Tampopo,1987-09-01,Not Rated,17000.0,8.0
720,Creature,1986-03-19,R,3400.0,4.3
721,Secret Admirer,1985-06-14,R,6600.0,6.6
722,"No Retreat, No Surrender",1986-05-02,PG,16000.0,5.7
723,D.A.R.Y.L.,1985-06-14,PG,12000.0,6.3
724,Mishima: A Life in Four Chapters,1985-09-20,R,10000.0,8.0
725,A Chorus Line,1985-12-20,PG-13,9300.0,6.2
726,Cat's Eye,1985-04-12,PG-13,23000.0,6.3
727,Murphy's Romance,1986-01-31,PG-13,5600.0,7.0
728,Heaven Help Us,1985-02-08,R,4100.0,6.9
729,American Flyers,1985-08-16,PG-13,5700.0,6.5
730,The Journey of Natty Gann,1985-09-27,PG,5600.0,7.0
731,Trouble in Mind,1986-03-01,R,1800.0,6.5
732,Fandango,1985-01-25,PG,7500.0,6.7
733,Gotcha!,1985-05-03,PG-13,7000.0,6.2
734,Death Wish 3,1985-11-01,R,14000.0,5.9
735,King Solomon's Mines,1985-11-22,PG-13,13000.0,5.2
736,American Warrior,1985-08-30,R,14000.0,5.5
737,The Emerald Forest,1985-07-03,R,9600.0,6.9
738,The Holcroft Covenant,1985-10-18,R,3100.0,5.7
739,The Falcon and the Snowman,1985-02-08,R,11000.0,6.8
740,Transylvania 6-5000,1985-11-08,PG,6900.0,5.0
741,Desert Hearts,1986-03-07,R,5500.0,7.0
742,The Heavenly Kid,1985-07-26,PG-13,4600.0,6.3
743,The Purple Rose of Cairo,1985-04-19,PG,48000.0,7.7
744,The Man with One Red Shoe,1985-07-19,PG,15000.0,5.7
745,My Life as a Dog,1987-05-01,Unrated,19000.0,7.6
746,My Science Project,1985-08-09,PG,5500.0,6.0
747,Seven Minutes in Heaven,1985-05-09,PG-13,1500.0,6.1
748,Fraternity Vacation,1985-04-12,R,2200.0,5.3
749,The New Kids,1985-01-18,R,2900.0,6.1
750,Tomboy,1985-11-14,R,1400.0,4.7
751,Invasion U.S.A.,1985-09-27,R,9200.0,5.5
752,Revolution,1985-12-25,PG,6500.0,5.3
753,Lost in America,1985-02-08,R,8200.0,7.0
754,Subway,1985-11-06,R,14000.0,6.6
755,Moving Violations,1985-04-19,PG-13,3800.0,5.7
756,Nomads,1986-03-07,R,4000.0,5.3
757,Fool for Love,1986-05-14,R,2400.0,6.1
758,Baby: Secret of the Lost Legend,1985-03-22,PG,3100.0,5.1
759,Code of Silence,1985-05-03,R,7300.0,6.1
760,Crimewave,1986-04-25,PG-13,5300.0,5.7
761,Gymkata,1985-05-03,R,3900.0,4.4
762,Sweet Dreams,1985-10-11,PG-13,4400.0,7.1
763,The Slugger's Wife,1985-03-29,PG-13,1000.0,4.5
764,Avenging Angel,1985-01-11,R,1400.0,4.8
765,Santa Claus: The Movie,1985-11-27,PG,12000.0,6.3
766,That Was Then... This Is Now,1985-11-08,R,2200.0,6.2
767,Agnes of God,1985-09-27,PG-13,6900.0,6.6
768,Rustlers' Rhapsody,1985-05-10,PG,2100.0,6.5
769,The Adventures of Mark Twain,1985-07-26,G,2700.0,7.4
770,Stick,1985-04-26,R,1900.0,5.7
771,The Bride,1985-08-16,PG-13,2900.0,5.3
772,Morons from Outer Space,1985-09-20,PG-13,1800.0,4.5
773,Godzilla 1985,1985-08-23,PG,6100.0,6.2
774,Plenty,1985-09-20,R,2800.0,6.0
775,King David,1985-03-29,PG-13,2100.0,5.3
776,The Trip to Bountiful,1986-01-24,PG,4300.0,7.5
777,Missing in Action 2: The Beginning,1985-03-01,R,7900.0,5.3
778,The Protector,1985-08-23,R,4200.0,5.7
779,The Mean Season,1985-02-15,R,3800.0,6.1
780,Turk 182,1985-02-15,PG-13,3700.0,6.0
781,The Official Story,1985-11-08,Not Rated,8800.0,7.8
782,Krush Groove,1985-10-25,R,2900.0,6.5
783,He-Man and She-Ra: The Secret of the Sword,1985-03-22,G,2600.0,7.3
784,Warning Sign,1985-08-23,R,2300.0,6.1
785,Creator,1985-09-20,R,3000.0,6.2
786,Taipei Story,1985-01-01,Not Rated,2500.0,7.7
787,Otac na sluzbenom putu,1985-10-11,R,9000.0,7.8
788,The Aviator,1985-03-15,PG,1200.0,5.5
789,Starchaser: The Legend of Orin,1985-11-22,PG,2100.0,6.5
790,Maxie,1985-09-27,PG,993.0,5.4
791,DEFCON-4,1985-03-15,R,1800.0,4.5
792,The Care Bears Movie,1985-03-29,G,5200.0,5.7
793,Sylvester,1985-03-15,PG,404.0,6.4
794,Radioactive Dreams,1986-09-19,R,1600.0,5.6
795,Twice in a Lifetime,1985-11-08,R,1000.0,6.5
796,Dance with a Stranger,1985-08-09,R,2500.0,6.7
797,Water,1986-04-18,PG-13,2300.0,6.1
798,One Magic Christmas,1985-11-22,G,3400.0,6.5
799,Echo Park,1986-07-25,R,610.0,5.8
800,O.C. and Stiggs,1985-01-01,R,1200.0,5.4
801,The Good Father,1987-02-11,R,511.0,6.2
802,Fever Pitch,1985-11-22,R,243.0,4.1
803,The Doctor and the Devils,1985-10-04,R,1100.0,6.1
804,Head Office,1986-01-03,PG-13,1400.0,5.4
805,Eleni,1985-12-21,PG,1400.0,7.0
806,Dreamchild,1985-10-04,PG,1500.0,6.8
807,Defense of the Realm,1986-11-21,PG,2100.0,6.5
808,Bad Medicine,1985-11-22,PG-13,1200.0,4.6
809,Wetherby,1985-07-19,R,1400.0,6.8
810,Compromising Positions,1985-08-30,R,953.0,5.9
811,Rainbow Brite and the Star Stealer,1985-11-15,G,1100.0,6.9
812,Alamo Bay,1985-04-03,R,1100.0,6.0
813,Three Men and a Cradle,1986-04-25,PG-13,3400.0,6.6
814,In the Shadow of Kilimanjaro,1986-05-09,R,386.0,5.1
815,Rappin',1985-05-10,PG,434.0,4.1
816,Bal na vodi,1985-10-24,R,804.0,7.6
817,Certain Fury,1985-03-01,R,487.0,5.2
818,Bliss,1986-02-21,R,1300.0,6.9
819,Code Name: Emerald,1985-09-27,PG,934.0,5.9
820,Colonel Redl,1985-10-04,R,2800.0,7.5
821,Thunder Run,1986-05-30,PG-13,301.0,5.0
822,Marie,1985-09-27,PG-13,861.0,6.7
823,Movers & Shakers,1988-03-31,PG,468.0,4.2
824,La Cage aux Folles 3: The Wedding,1986-02-14,PG-13,760.0,4.7
825,James Joyce's Women,1985-09-13,R,122.0,6.1
826,Turtle Diary,1986-02-14,PG,726.0,6.9
827,Maccheroni,1985-10-24,PG,701.0,6.4
828,My Man Adam,1985-10-25,R,128.0,5.3
829,Sudden Death,1985-09-13,R,134.0,4.8
830,One Woman or Two,1987-02-20,PG-13,351.0,5.1
831,Joshua Then and Now,1985-09-20,R,545.0,6.6
832,On the Edge,1986-05-02,PG-13,214.0,6.8
833,The Girl in the Picture,1985-07-05,PG-13,155.0,6.3
834,Here Come the Littles,1985-05-24,G,207.0,6.9
835,Came a Hot Friday,1985-10-04,PG,192.0,6.6
836,Wuthering Heights,1985-10-09,Not Rated,339.0,6.5
837,The Frog Prince,1986-02-21,PG,91.0,6.6
838,Lune de miel,1985-11-20,R,100.0,4.6
839,Tea in the Harem,1986-06-06,R,397.0,6.9
840,Mr. Love,1986-04-25,PG-13,166.0,6.4
841,Death of an Angel,1986-03-07,PG,51.0,5.4
842,Sincerely Charlotte,1986-07-18,R,139.0,5.6
843,Top Gun,1986-05-16,PG,306000.0,6.9
844,Aliens,1986-07-18,R,668000.0,8.3
845,Stand by Me,1986-08-22,R,374000.0,8.1
846,Ferris Bueller's Day Off,1986-06-11,PG-13,330000.0,7.8
847,Crocodile Dundee,1986-09-26,PG-13,96000.0,6.6
848,Labyrinth,1986-06-27,PG,127000.0,7.4
849,Highlander,1986-03-07,R,127000.0,7.1
850,Big Trouble in Little China,1986-07-02,PG-13,128000.0,7.3
851,Pretty in Pink,1986-02-28,PG-13,76000.0,6.8
852,Platoon,1987-02-06,R,389000.0,8.1
853,Blue Velvet,1986-10-23,R,186000.0,7.7
854,Manhunter,1986-08-15,R,68000.0,7.2
855,Howard the Duck,1986-08-01,PG,44000.0,4.7
856,The Fly,1986-08-15,R,165000.0,7.6
857,Little Shop of Horrors,1986-12-19,PG-13,68000.0,7.0
858,The Mosquito Coast,1986-11-26,PG,28000.0,6.6
859,The Karate Kid Part II,1986-06-20,PG,82000.0,6.1
860,River's Edge,1987-05-08,R,17000.0,7.0
861,9½ Weeks,1986-02-21,R,39000.0,6.0
862,The Golden Child,1986-12-12,PG-13,53000.0,6.0
863,Star Trek IV: The Voyage Home,1986-11-26,PG,81000.0,7.3
864,Short Circuit,1986-05-09,PG,58000.0,6.7
865,The Delta Force,1986-02-14,R,19000.0,5.6
866,The Name of the Rose,1986-09-24,R,104000.0,7.7
867,The Wraith,1986-11-21,PG-13,15000.0,6.0
868,The Color of Money,1986-10-17,R,77000.0,7.0
869,Hoosiers,1987-02-27,PG,44000.0,7.5
870,Heartbreak Ridge,1986-12-05,R,41000.0,6.9
871,Flight of the Navigator,1986-08-01,PG,45000.0,6.9
872,Cobra,1986-05-23,R,69000.0,5.8
873,Peggy Sue Got Married,1986-10-10,PG-13,34000.0,6.4
874,The Mission,1986-10-31,PG,57000.0,7.4
875,Working Girls,1987-03-20,Unrated,780.0,6.6
876,Youngblood,1986-01-31,R,13000.0,6.2
877,Three Amigos!,1986-12-12,PG,70000.0,6.5
878,Maximum Overdrive,1986-07-25,R,31000.0,5.5
879,Lucas,1986-03-28,PG-13,15000.0,6.9
880,Friday the 13th Part VI: Jason Lives,1986-08-01,R,40000.0,6.0
881,The Money Pit,1986-03-26,PG,54000.0,6.4
882,Back to School,1986-06-13,PG-13,29000.0,6.6
883,Betty Blue,1986-11-07,Unrated,19000.0,7.4
884,About Last Night,1986-07-02,R,15000.0,6.2
885,Critters,1986-04-11,PG-13,32000.0,6.1
886,The Texas Chainsaw Massacre 2,1986-08-22,Unrated,29000.0,5.6
887,Iron Eagle,1986-01-17,PG-13,14000.0,5.5
888,One Crazy Summer,1986-08-08,PG,14000.0,6.4
889,From Beyond,1986-10-24,R,24000.0,6.7
890,Sid and Nancy,1986-11-07,R,30000.0,7.0
891,Henry: Portrait of a Serial Killer,1990-09-07,Unrated,33000.0,7.0
892,Mona Lisa,1986-06-13,R,14000.0,7.3
893,Police Academy 3: Back in Training,1986-03-21,PG,43000.0,5.4
894,Night of the Creeps,1986-08-22,R,22000.0,6.8
895,The Sacrifice,1986-05-09,PG,26000.0,8.1
896,The Hitcher,1986-02-21,R,45000.0,7.2
897,Rad,1986-03-28,PG,5600.0,6.9
898,An American Tail,1986-11-21,G,50000.0,6.9
899,SpaceCamp,1986-06-06,PG,13000.0,5.7
900,Raw Deal,1986-06-06,R,32000.0,5.6
901,Hannah and Her Sisters,1986-03-14,PG-13,68000.0,7.9
902,The Great Mouse Detective,1986-07-02,G,46000.0,7.2
903,Ruthless People,1986-06-27,R,27000.0,6.9
904,The Transformers: the Movie,1986-08-08,PG,38000.0,7.3
905,Wildcats,1986-02-14,R,12000.0,6.1
906,Troll,1986-01-17,PG-13,9500.0,4.5
907,At Close Range,1986-04-18,R,15000.0,7.0
908,The Boy Who Could Fly,1986-08-15,PG,5600.0,6.5
909,Something Wild,1986-11-07,R,17000.0,6.9
910,Heartburn,1986-07-25,R,10000.0,6.1
911,Crossroads,1986-03-14,R,15000.0,7.1
912,The Clan of the Cave Bear,1986-01-17,R,6200.0,5.4
913,She's Gotta Have It,1986-08-08,R,13000.0,6.8
914,Running Scared,1986-06-27,R,12000.0,6.5
915,8 Million Ways to Die,1986-04-25,R,4700.0,5.8
916,Soul Man,1986-10-24,PG-13,7800.0,5.3
917,Down by Law,1986-09-25,R,49000.0,7.7
918,Poltergeist II: the Other Side,1986-05-23,PG-13,26000.0,5.7
919,Bad Blood,1986-11-26,Unrated,7500.0,7.3
920,Psycho III,1986-07-02,R,14000.0,5.4
921,Allan Quatermain and the Lost City of Gold,1987-01-30,PG,9000.0,4.6
922,The Adventures of Milo and Otis,1989-08-25,G,11000.0,7.0
923,Caravaggio,1986-08-29,R,5500.0,6.6
924,Children of a Lesser God,1986-10-31,R,15000.0,7.2
925,Invaders from Mars,1986-06-06,PG,8200.0,5.6
926,Matador,1986-03-07,NC-17,11000.0,7.0
927,Down and Out in Beverly Hills,1986-01-31,R,16000.0,6.2
928,April Fool's Day,1986-03-28,R,15000.0,6.2
929,The Big Easy,1987-08-21,R,12000.0,6.5
930,Pirates,1986-07-18,PG-13,8100.0,6.1
931,No Mercy,1986-12-19,R,7000.0,5.7
932,Lady Jane,1986-02-07,PG-13,6300.0,7.1
933,Club Paradise,1986-07-11,PG-13,5900.0,5.1
934,Manon of the Spring,1987-12-04,PG,21000.0,8.0
935,Gothic,1987-04-10,R,7400.0,5.7
936,Armed and Dangerous,1986-08-15,PG-13,11000.0,5.7
937,F/X,1986-02-07,R,18000.0,6.7
938,King Kong Lives,1986-12-19,PG-13,5600.0,3.9
939,Castaway,1987-09-11,R,3100.0,5.8
940,Wise Guys,1986-04-18,R,5500.0,5.7
941,Solarbabies,1986-11-26,PG-13,4100.0,4.8
942,The Manhattan Project,1986-06-13,PG-13,5600.0,6.2
943,Trick or Treat,1986-10-24,R,6200.0,5.8
944,Body Slam,1987-05-21,PG,976.0,5.2
945,Jumpin' Jack Flash,1986-10-10,R,19000.0,5.9
946,Fire with Fire,1986-05-09,PG-13,1500.0,6.5
947,Gung Ho,1986-03-14,PG-13,12000.0,6.3
948,True Stories,1986-10-10,PG,6100.0,7.2
949,When the Wind Blows,1988-03-11,Not Rated,10000.0,7.7
950,Murphy's Law,1986-04-18,R,5100.0,6.0
951,Deadly Friend,1986-10-10,R,6900.0,5.6
952,Jean de Florette,1987-08-28,PG,24000.0,8.0
953,Reform School Girls,1986-08-22,R,2200.0,5.4
954,Band of the Hand,1986-04-11,R,2800.0,6.2
955,Vamp,1986-07-18,R,5100.0,5.9
956,Nothing in Common,1986-07-30,PG,6600.0,5.9
957,TerrorVision,1986-02-14,R,6600.0,5.7
958,Quicksilver,1986-02-14,PG,4500.0,5.7
959,52 Pick-Up,1986-11-07,R,5400.0,6.4
960,Black Moon Rising,1986-01-10,R,5400.0,5.5
961,Extremities,1986-08-22,R,3500.0,6.3
962,The Men's Club,1986-09-19,R,790.0,4.7
963,Haunted Honeymoon,1986-07-25,PG,6900.0,5.7
964,Summer,1986-08-29,R,7700.0,7.7
965,Tough Guys,1986-10-03,PG,6800.0,6.2
966,Eliminators,1986-01-31,PG,1900.0,4.9
967,The Best of Times,1986-01-31,PG-13,6800.0,6.0
968,Firewalker,1986-11-21,PG,6300.0,5.1
